,Summoner ID
156,8_9DGGlA6gunAYFuapbh3CdmK5IL9DLk3_ZuzPVkJjCYR5s
157,mc1Zxt7yq2Dnyto3-w6m9kfb6zg7-T57xC1QBlR3NVtx3kI
158,Rs-pCJVXn142ZS6zdNlSC-DgKICG5nUtilbOiBqs_wf_onI
159,_LtpCOJuB_BAuDVqeztVYGSI6f0LfzHNB_Uhr0NiXeM5FGc
160,keX9ofQvYQrMqX85k8nAEmtNZ1EmOU2cm2FnkcvhBTRfg5U
161,Li6AEoOmkxH6c-7o7GVucoVUCKKLoNJk5L8XduuTmhFjRsA
162,K8akYRT0Picm4lLLBk7g-kStBspy63d4Z4QU9zzkIbGgw8w
163,4vZ5sDG8EVrR_nqd_vABT2SztnQozwzVY2gsOHrulPYef3s
164,FWorQNbUBmI7ZR9ekixeWlzHRtlsvk22U5EWPIynvuzwIYI
165,WE5O2BcxrLsC9kwXntlTLDCPg2xIJw5UrgcBeJPjz3yQOn8
166,3eg78q4qtp0NAYH09pyM1SvjVbWn0l4Tf81mIaOQkOsHOFI
167,xu7p6ucicd-t4nwU8btPtMh5DpGZw2IiBZX4uNyimXzwLMU
168,rBJeuFAjFDFgt6Mad6nbDlpyAQyD2vmYtlt-OTdOXEVysn4
169,6xd2TCNKIKLduG3m1CqY_zrNYly-PRg4_ftDlG1rHfjiA2Q
170,iX4AGkNgoqWa24_1VagYf1BIgbNdbboWMCKLcNY5FFwfGpo
171,-GdjNUNdJFJVGv2cMUg97jac34PwwpdByo05oDmUrWUzWvg
172,bvaUe9gqRPlaAhXTQe-55fgYfJKoOZo20P-VgydduzLJsNE
173,sxFyyOeSKMIQwheNe0cNK3Rwrfe2q-ySgnVBIl0XrGEXNb4
174,fSrmKl0uHTN_RaEXyMLGPwwtq9AjclPgdWyvwTVNg5ipXSI
175,kJzW9whvbaxtqyqJufL_WiFbeoANEiVYyeBMd4ek-IAMiNI
176,7K7vUytVtpFPR15ppqgcDh9Xo6ZtIA0w-JhMQ4_EBkeM5UA
177,yyo8oOhZwSd8tr9yhBdGwDA_KMNVNC2__K7VAvVSZggYXBM
178,teWZ_zyuNmFAHJhkCxD9clvtiO2rNLT2qbe4eNKvzli9hyg
179,n-lFX7Vm8amchpDJaOIOkUv59Tvg9RssGA1TK5q2Cy_rsw0
180,eSywEL394F2sdA2S7OrMztadpDP0PTtPYbz-gIuBphxmgTE
181,CoGVONmUlCYudY7aAzNYQKdW9etBHeFXGi684ATrr1kazHM
182,clw1tvEHDsvPOQVSOVldXCVr9FD89w40G-uee5VFwR1XGw8
183,B5kP8i-bwEjQf7LYrikOKhg1Tcqhdnqq8bP9Fapx7gMkDtk
184,2oo2lrn3lmny6MQ-L86NK1W_L4bNA4ZL-iCWrcPrsJ0P0Sk
185,GUAxeTiJ1-UnjsDtVHbDOXEy2L_B9PegDAEvXUWqFN1EnGw
186,_BnfJCPdPeiT6_X44HduhLk1DAXvI45CsP050IJmPhPq4Eg
187,AaTlHKVHcoiwVlf3-E_VabvLcOCsZYH4wvXuJHmNjY0pzV8
188,f288q8rcwdl5jTSzSu_vmZmRrDKc47VBBrZ2h9hi-U6qwRw
189,CXux6Sam8jJ-B64hGF4Djn8mEtUKmUlUwCShqKutxSA1AWc
190,EUCHReGqJ_Stzt3TKgvUZRxlscscIrgcIG6Aq0DgLOBR8Bc
191,xLVU_ytjIm4WyKogjOmlwG7zfqltrJgrOikpiftLMmGdMBA
192,Egi69aJBgr7YNTmAeVxXh6Ce2yASw1Cu_pgySq5rG7iaX0I
193,AOFrfm9aaBSSgbRmrY8sCBVQZ-NvGIEiSDx_LA2-mrJrdP0
194,pyKSHcz_GFEcHe_Lv4Q8WBi5m1RhmwJKpTvkMeZZ8xtB2DI
195,5L8nh0Sgg81HDaCiUL3roWjoWq1dN4yqgBHY7TSWGrWWrtI
196,l-VRCXkZEbqJB735A4w4yi7WdigD38DzrjCQxMFdj5pjBcQ
197,R4QHTlYoSNS_6KY63RPmuM2qPDfB7cDHpUiMIMoV9YaU218
198,oQkOkEXTJFFAi6-YihHnM40KZhfXqXfLa1OSHW5eN7-l01M
199,J3J7HVbIN1uI7u6LL0iAqn_NXRJcx7p-37cClHcXOhciGIE
200,6Wf3xd7WWU2BaTkNsCBWq-T-7reuc0CR8y6uTBqnts9ru8o
201,kxLu1CYvDdlNM1glTxqx0okRTo0qHxAdS-1Dnits16qV80g
202,5Uqa71DzYdttphVHF8vK9g_HNjSgHzJ_kp80iPcdnX-UFQo
203,vd-P_iuW51V3pS5zCyRTyVsZPvn_GgkwXsZdbDdsWb61BWQ
204,kqDvS8cVLgxotFVuaa3PUEwkCq4bJ_3vyT3W-HXTzMsNoAE
,Summoner ID
0,6Wf3xd7WWU2BaTkNsCBWq-T-7reuc0CR8y6uTBqnts9ru8o
1,kxLu1CYvDdlNM1glTxqx0okRTo0qHxAdS-1Dnits16qV80g
2,5Uqa71DzYdttphVHF8vK9g_HNjSgHzJ_kp80iPcdnX-UFQo
3,vd-P_iuW51V3pS5zCyRTyVsZPvn_GgkwXsZdbDdsWb61BWQ
4,kqDvS8cVLgxotFVuaa3PUEwkCq4bJ_3vyT3W-HXTzMsNoAE
5,1uuf5HK_CNAy0sxGBixPQ0cvSERoRhw74SPu0Os4aCoXzhg
6,WZhZ0MwXqmjOF2D85CcjT4k44OQAtFixXLW36Bw1OkecTVU
7,aX9-b10U-rtGcFfjBw4DVUcyPrVQ3_U9Cyvjhmfv8qVxpbU
8,TH9w5x6PzU3FsSiz-vNMCgP4rjcLl0O8H538SBlOqbIgg_s
9,6jg_ADk0mWdtvThKJqoUDVEVY9riSp9qQqb-HSC8cnU-q_g
10,lQSYl0vlumIBw00vblMXXUVUihh0U2iHwG-NH9mCN2Zf6n8
11,1LYGOI4DbUBVma0-z3VA7lTAHqMT4DgKGnSDJLhPbFWEtvs
12,IOnS_xo_79CqZfX4B-mBpYKlfw-a522GgxWBeUFI6nEBYVA
13,4DvSljeI4KvDt-nphr3Sz7rpteHCwnS2a8p3_BbrcKORcbQ
14,9wFYsbN4anGqcr-UOV15f-1SeZn60T3-4zSmHdxy7uxvDKY
15,NK--MR0a9waOcI2dH6qWDfKFa0fZBDWlYXFi6jMi8He72GE
16,uHjQQzsahi6wfDjp5Ro4rNs4LbcwuLP-SWcFOFe1o4Ky8fM
17,VNAjYMH8pOBBp_n-5b2QGHEZFADsmHSb8UASQo5Q57Cqet8
18,1FhClsuNE05az4t5B7jYI2uemvtEOakHIHrTe7neixnXKMU
19,kBXFHw6nkMWVCmGEdlagN380TXC-6f_Xh87xYI1YjpjPuDw
20,cSk2G-WiX83iDxwmVZlg1jOM3Uk5enjrlCZji0xF5NSiEZA
21,osk32gufvRQsLuuLltPeBD3tXjr0yJ1TBoYtFJZf3gjKt9w
22,P3z3DEvXuOVeJOXdT12-GQD0hBkBJFEbX9IFqkqRqGjjVdI
23,oIaJFXyYppA7I-7hiCTtFPsaPtRi6AxKOCFEm1lwBWMMhlM
24,-sMKqt0-oT8Yw-TgLNu_CDBfuQYel3ZeM4_EWeMcloguz8U
25,YbvumW-InU7is2_gHABIgZCIi4ikOB1gAANYLdxTVp2ijXQ
26,9gKJqB0YBR5tkd4LUyDseYlQvR5_ZJPb-lZqEFRcIOPt-O0
27,EGnnxOJM4XzyYLkvvcxzr1LJyPVcHOgBgZwfIk9rnewRnac
28,1nf1KrF9mBu0_xGTNu5IjIONKSx6TBm1wK3u-o2FewANkWE
29,7tDc1NrQtnwnFeENlGF-5igOBJGnlSy0LRp1BtZcmahBoV0
30,WE0OKXTiPjYw7qTnuUvYu_npIAKPsK1lPf1JAPZblf4Q0Zs
31,XljAWrnnjQ0Y8NmlVvULgzAMOe1SnkeecMbK5KYUVwAdghw
32,WLutrDi0HWfu_kwCp2rtajMFpOsxEJZEVeTfYBgcSBpdKEg
33,Reie1uiOYMfW-8SpOiNO2VUjxXyPym9GXXB9r7yLjJXamAQ
34,pD3Ys-b21kb1ECzj9XfuJqWf0_Gc4voAnolMWaEFI_P0xDE
35,HZfnDacsLek67cZx148cTz5U3U5qs8nzO2hCoXroflMtL1M
36,5YtvHPDwuQhCdMjKKiwv8Fqh38BotZqj3P63i9yepe8SonM
37,24l_SixAatFM6Ut9vGKVx9oEa9GD3tAtrPm13MQdo9eZyIg
38,PLEhloRilfkSqTkjD0xASKeApFpFg1HJ3nVjM8_3FkvCV_E
39,n8bL3Sd1QJlD48M_GhdE-yVk2d0m5XZ7-lc8MXXqGHghkTE
40,7ZPCQUnfAt8_OEJtviZ3iG1azhefrVrNGMfAkyVbrZZXslA
41,nC-0a7yhRBpqjl7kPo0xHNEPNeek5qTfhVrC-MRh5Ss8MIw
42,25GS5hY9ThDdSmZ9aUzDHi1LYzfHyQcGM2XAY-AA16SRIyk
43,uHAHLThzGyg4-NANBGWA8FeoHwMCu13idvcoVkMoj3TANsc
44,2OBLmNmprWLR4cXq_5JWjRcLNW7S_Nnt3xLY0KlTi8dvtWI
45,hE2l4TLClWoEQDs1Zp28woRiB21ZaYiNFL68T5VK3Z-oUj8
46,k3ARt5ncyCsGkkSpfEEj4mjQ9q9kaLz18p5XkRwcN2Y_v8Q
47,PjvOnBZoD3Dn7FFp0zuD1uDF5O_C3kJ7YV3ao1mtdRNjcpI
48,JVP52Zv5zMrRVenOhLyOuUmFvixBZMGeFIikts3q5_E8DEI
49,U5tv8RZ8M7e3VIhE5e_hi1Rok4raEzrNOQRDN6UgJZBx828
50,IuvSgREJx1nwTFvHR9linEKECvUs1RzC0LpPMM6P_jyXom0
51,AzEGWU3CF294p03KqXZo_wnfeEWZ0gZ8jIoPMHnOPaA6Jdg
52,0J1IWTSniwpvOyW7jpF22UUKegyiz7CHZEgtzdOzf5KJGXA
53,WzaoSCqhCHEXLWKAkiLAiQ1-DbfBweY3vAnfVpAbKPYo9c8
54,TJ83YPkyt6jUHkEyJjYM7mK5znajtW-vvuH0BVVeUc0jrus
55,uewIiv16cJDuKc7KOyHwW0I6Mi8Zk9RTKuT3AMoz9dKYZI4
56,ppveCvrCRIfdP7qk5DYqDdHfhMA0X3HDdE-zRMVSdUjRykk
57,EOhcCUZFv1vesBwKxqSKONXk0GjLyCsQJ0NpVNAxu8Z2xvY
58,QI7XxyVLgrXULqvEOq2r2xki7OV8RxSxMF2Ch1cKmUAMkhg
59,T2bn5Jto6OCL2CDU4mP0BtKnPJ51kmjAyclm9bojND555xk
60,EASZH821nypj5VqRxF7ir7DCix8rnO5j3ignI0MjhyENMhw
61,enB6yqLmhdqH0FkDxkbN1Magoe6nypj8z07PhGlakY2fXiw
62,frApbB4Ec-w8V4GIrsf-pZzqNmTWxnUPCUbKO0rk4WGPmB4
63,4pgplPoKU8SJJ1cdVOnP1eJRKntlMcIJc8SJtabgrD9zr2M
64,c2DON1Ws7oksX0MfeI3EAaCrWTGBh-dyvabNYuP024g-Quw
65,3Z68L3v2fOFe5o9k171oODv4_mni9tDIXDgtIb6Sdx_SFHQ
66,djjHbN0xvYJSTeJ_BI0lGrq8lU9C_8pXEPgbAAfIKEvqJm4
67,TMrzz6oVfMxXl2LaPSGWxweFGmjJ4lyKLWGFfikPUSYNuF8
68,yvn6EhZFQYCfKOdc35GZ73KQgd748M5d6wKiUiLYiMcsDRM
69,e2owuaWIL0iwcCLruN1aFwVTHIwiHMX9Sry7Tbfy7gkYzB8
70,dKO-TU-0orAIqWiINLc7Lr75KAQWlsHB2nQxcsQBNXlL91M
71,JDtnRux5PpCWpboklv_HxppSEUhPwufjIlilukiX3uts_j0
72,JJsV8mFjU9Vwlc085fieJH_jqHgzcj17LHZ8HWvYC834N_k
73,s5FvKn1RR_Lma7wqpNiGUBRB8INjLjT5wuxFqCjP1pIq9DM
74,JRs7smcg-FKzcTZc5NysS51JsHNrt1zkxQIcKkmrq990HLU
75,OgwFj1WoMQCaZoCugVDOOW82Olpi2aDuolWDYSK8QG1LEwY
76,EjDuCmsBgI555tQLWzah-x6s-oPvesfUK61KcR2QPCorKOk
77,RoM5EXjqrtUAzfvr6XCWYRnHT37kcm10q-3sBejwvemuTJs
78,1p6SMZ_9K-t8l7ar6IsfcZPiMEi9yKUjqINSqfCVWsRE_r0
79,ymWCW2RrfhrYNlWmlkfmzfqaOb4GlWf8KcjyrvZCGaPv644
80,mqFpqaXM3eay8yqqrWRUqo9kbRjlol1p-ZUix1S--OWIWxU
81,2_eSGw06-8PLN6_QlHmY0-GeMLarj7IZKrHbARSqzqSr6f0
82,DoGfkv1Ky5OTA2Q2Sxc2BXXLJ_veAENjt5wWyP8Uqs2pz00
83,OrMG0mDXTIGC-RawKaUHXnKtVFLgZ37Pb3Gn0EfamLJ-WhQ
84,uVJ091LkUtjkDcvG9aaJcQT8gtyNPEhicm3RKhJVlLlEoOE
85,pKT5oaR49blpv5zAPty01iDbPtCme38lSlCXPFSkmXEBgMs
86,0ouvycnSjmMXUMVJ6ACWPiWC3qG-hxsOC2r5D-SU9mThfps
87,MMXRyobaCWfdxtEboBoqcvEgrOXM2u1r-iML4SWjFYCQU8g
88,3_ImDTI0n565e4BC7l7RzsPmCnO1F38CuApER4L-PFQjxos
89,ynHlzoLSxqULhu8UxQenqKLPlpXX32Zw50P2H_Pdb5Nzez0
90,POX1g12IgZju3GxFE9TR_Roa24UGG9UxTay26onkaJFuZW0
91,2dOyOQs5OISrIDpRUvuuqv9cKrBKZj9BZiQnYMVLP8l0B48
92,Eh3VWvO8RF3lZvBKaphbU88L1F8o6cgGJDkArP67nDyzua4
93,77J96qUZHHrvlsyZa53jQlF1AIJk-Bl1V1dtCTj4DZ_ZVVA
94,ceJn0Bi8QZ8hiGsSOmZSzdZq4wrW3Fgk06M01G8OI_Hqwb0
95,q7wcgaCg8Pd8wEGCIF0nkrHlN-uBWqgkOobRTfaAO5QVW5A
96,S9wK0K_Z2rhu_W0XB9i4u2CQmdFpm_8ox7_NEI9y6QyWXzw
97,NkHUnHzkvQDaSnmmS58Bi51nnz9X-vrXu3Eg8zv7nrlVrN4
98,1EBj9dYHZ2guCPrqlZ-52GjxWkmMVc2m0vdcY8XBW1Ge1wE
99,VM3nCIkrT034vmvNpZejhn8-9KBrpzgyTg8m08euAvyfQZU
100,0IYLQQ67UAL9V6r1j_eI9nD4jt994c4YAhkunAW8tbGyX8s
101,Of5DAyXZyvddF3xVVevDSb1VMxPPlqfyxu5wWeJ7yP9aDT8
102,IiuybOEWsyYfR7AtzVB_U7Xa3M_gj4w1SrIEdh8Ylzt3eJo
103,0IZt3CQovDXTl2rcPEh2jpL8qJTkp4JN5wb7sRE1n7_jlME
104,wtNQaFU3igPHwnq1ZoNMSWiEGtnvd2ACBF7EnIomQ5LPHJU
105,ULzPQATtA-JnMYnsIrovaNxpbtm5ZiYUfR9aJj3uofrTDQg
106,ZOzc62tiXDzHdK7NxxMtn2a0ZTfrosFfa8cDlknwAXWUnv4
107,JuMPrSEFgOW09tYMarM23rM-pKn0-N6ewTjnOpX2BbnTDy8
108,PsYYAvmPA70AAsnznjbiPQCjSU84N9WA8gSBGjG8N0fcZrU
109,YMLxM2mvxOIIxZZholauqVt13mfAZJV6-Wm6I5UP1BVZhCc
110,-ObD88T-2gFmjykGrNRn_TmlRLtU8Lxp0ElOqTGjA3sV1oQ
111,ER8s7BfRjJgdHk58_XLid3RyUgYYhRonyOt4hXE3CbIGo_E
112,qorULJH3mxXJWw6JpHrOvKPQqp9DR-eHgRTwyCFyiTaeEqY
113,wbRUGih1CbzXehJ4-gk6ywWO9rDFBYq7hVXgSldECoMfGe8
114,MPWJJfB20Y2Ws5dCtXeoKIkSqYOVfAVk_K2uRB_tEnOjOyA
115,j5jtMzKsNVtOUO0NkB5aNRDn1aqwJkD2XZipvjfyxeq1kyw
116,w5ehRWco4hZ1Io8EUPs0DUcB2hOMBGg0OmkZSdNkuV4N0b8
117,NjM7H58nJfnZ_5ae-bGZQI_Usx6-WiXwHbvAHzHw-tnkza0
118,z3nE8QeRjV_9YteOYzfZ62Vk-eKweGr93pYa8EGiz9Hy24o
119,mcW2WRfvoN1jn4lEdoTr7N8HfmLLo22sIRMohTZyFGRgo80
120,3YQvL1Kb8MLcFJKfu_fMhe-VnJGkGcYQ9fhMGeIQBJLMIDY
121,ivTuG-wszAE7LksluKWl6_moeqPlKsoKa3izaxMH97kGT3I
122,NE-2bbZArnyKUInVFgU9m0UAaFSOn_iGdIMgNIGSIRfoZCI
123,DLFUeRYcyzh6RsjtkRrVqiHONmEVsR3JQv4uEu01McAag9Y
124,SxyIiMDgvpQQalVe2-lz1WzSHRP527v1BmYxq8YTvYzuUvA
125,fSoo6FVziCiT5C5htJcrHiNYUzIKWXCPzthGjCDIDGGDIP8
126,oK5sP82ouodMq1vOCz8vBUaK3Tl-C4ZteKcUpe8HZKI9cNg
127,K8J-5V0cqmC8rxHJ-Tntr3dgxpa4fj0dZ3TznnVQaTNi3t8
128,j2M_nyAjMDp1UwNNZF2aIyBS6UfmR-VL3Te8qg-iXrIaYOY
129,GBc_o11dsuiHG7wN9AOR_nFDnhS_-pEVIIseK-PVU7ivYgw
130,7CXaFptTzoEzp-djs2MEhPFjkzJXkfZlr3MXarzquVPfw-A
131,A0RKLHZwwuUpiZ-fo_D-SHyDds3TWG8bOzC2A8Jyi5ZDujk
132,hyHneIzC_VhoFGR6b1u8kdqMaIr1r9YdWV_BzM16ACaUQng
133,1ZRMrQb3NJFvc20L-RLmbFvoqkU_xG06HK4zIwxRC5YfMts
134,UD2A40jw8F35UMj566RZMYgSqho2TffEzHFHhRQMAffxrSM
135,Vd3D9xzvrOoKSPAmUY7Jgk7au7AHlhLz50VieyEzpseT_Yk
136,2J0JqV617sQQ1BWCPXEu2FgFfIKsc1Urt1C1EpfAHCOZ3kk
137,W5mnx7HwZENiSl6m91tQLLEZ98Wj1c7yxH-zFpPC75v7juw
138,Hy7jbEKTuppQ4OEcahpQfhAVvUpxYt5YJfhvO97YHyzuNQ4
139,SFeLDYWiAtXvqLz_JJDNqIxXEReBeRtFWzRs1K6TIphz-pw
140,LGPVJg7rtxYN8RBktV1o9TsqKPFkCB2myBTwqBLiRdnv_YI
141,rzotmhzNRZuLB26dK7dD8BGoQGQ34efy3nO3OKOQq91pT70
142,wpEUu9-fjiRTbDKv-e-T68W9euN9N3WLbFiMFqVrYx-rcKk
143,RSrWkfsDGk-oPo7nC7VrHoIXdGxhOijT8V3jgos9JOvhEGQ
144,_U8LrEuPZxanvJ1X0kf0oKJTbzGpjAwoMNB-eIpoJoG6DGc
145,2KJKT5I2vhmpEyJ_tn1R-HDCqqcc3NsuQ30C0z-UUwWWKtE
146,RMHsjZ4DoJoV2zicJTkFnQqs9Dic0jfsB7dywuJ4-M_8uNE
147,a2wj2vSsq1OgIXsBaGb3ZttEpsUUuWBKTSR75HKgneo9l-g
148,SHx_YFS9Tfq3J1WY5qgnvSe-kSIQS_OzE8jSUAW4QKVdg6g
149,I9ASX9t6-f9CfhDz1uwk89DrpcpVIdrSXG8-UqShRv9XBzo
150,jsAto87xXIdL3P1Z8fmMnFigdxbTuudmfIPMMub5K2CsQt4
151,jyy0IXyV-zKxKuxa7-uEDv0dBRlwcvaJyxcL_I26YY5f-3M
152,VEBvOVEnFaQDbBKhKyeTKASqM_kLa0qiYpUDPOmI0ISGZLw
153,8vOVChqgXf3AWqu9fv_tYsriy7qLWS5fUElGuW0kkfn1M4Y
154,q9MYsKkgATWTEhT0hbPI0tCP1wAiw7pP9k-DkbKoMUu3xCo
155,IuCvcpK-KpRY-3Nl_uEVHDzs28zNn2nAy700mXcmBoCzpmc
156,5Ondi7bNEmHw9SVkc1Of5OwYOI2OLNE_huuGKZ-6Yp7vRj0
157,9p6ITH8cNTL-eEbzLWpoKUnsdgPJEno00Kt6EwIkgU2OFIA
158,KsR_kLa8rw81Xm70pMQ8MfGdeCQVg5Qcu7mZAl3qWMcm9fg
159,LWxn76QK-1x8JMz3uii7nFap3Iu3o_Lgo5waOeAw-AGpmwg
160,z6dPObzVsIVlWAngP-h8ec3Xd0XD88DP63PWabkCgjJOac4
161,IwBKvj_K3Df7rg7qpFEiG5TCD8EAzfo8A-t7-ZCPhCkmmx8
162,210cNQ9w_UJGFAFVHrSS6vRX2gedTwoefIdwPCD97xVpKKs
163,Apv_ayh4snVYJ9_pcuXQkBRLK-RdNoKiHwRjQQvaZjtRxME
164,7jUl-WwHPBWZwKLJGeLJjX7EDd1cVigzsfxZnLIIg9UL0xg
165,bkvxjhMiFSIthpAiWvj4qnx4EhyL4ilpL5SiaRAwLMizLGQ
166,o7MelzDc8vIVxq0GBWjfquknbQ-7Dn9YkMR6baB__NO9_UQ
167,xCHKfJG33J0CA8pRvx5-jBPtB2ORDeS4QtH1EKRx39Twptc
168,cX-Nyi4_B4Y8wDpydORcideQ76W-vcrFxOtr_J5IdyYNToo
169,a5EoeEiehkv67agC0pCPagWDBp68zrpkDME6bWMp6Oho7T4
170,sRu1U6bMtHiMvdIH-Ht6gAsTdXyHJD091lDltq31BtEcpmA
171,TG7gDcqxRNawCq4o_XQse2QBPyWXqGiSpb0TZzBpVym52Eo
172,TOdjLxPjomGl4lElzDGH3VXlpD4Cub6-Aqau11SZ0pJ9aMc
173,CNdmgzRlnBrs6DIYClvAayGA_bB8a7Al4rLijchrKUL6eY8
174,S9kBP3FfeByO5c0XUFClxXU5ZOy5FkLFuEWNgwsAYuJ15C4
175,zYL_vN1v84_mBeDERTTXtpeB4wIal-7pnPJilzZVIf_MVB4
176,67ySDyCxEVHviSofoyGrTV7106OgjXVouxX0NaQt7A129jw
177,rDz1fBS0fMhkq6nDEF3S3l7Teh98G9NL4GWzUN5yJ9bjFag
178,c0r0R-9j7w9R0twPq-9cm8fJE58M39l65HWfukh_BJOEOW4
179,MWpiNszfH994l7IxyZff20th0rhUER40eY17hWf2En31bfM
180,v3WQfI6gc2N6BgQePN_2q69x75LReGnr_w42Nu1de1VzmKg
181,2D0aHRxdV-Jhrzs9ziN50TpEESEtV2HZow7zmt1duABudCc
182,mjjcHTGcAR0ax2M27FoptFsa0JpKBZNXfvzdc7WsrP6K_Fk
183,5JTIbesF8rqdOsIo9ZEm9tDgmv878WOAdkvqdC8iobLjPzM
184,x9vqnq1DWta4BTkcxEfswmYLrCaCHG8gwG3_wRjc1R0aokY
185,ny2z2O-j4xFxe_PFCC0R95zPOjwhYZPCDvKNTOdAE3p5DVQ
186,8q4hX2X3IJKNUqo_wl15AckDpGyLkb_mbaSOyP0JYb2Bobc
187,udor9P5y4tiWxuUKrhZDJuiOvhbU0B8ZTcvO8rZ0czhVpfk
188,iXohY4ys6i__on0bZY2XMqmcWQYVCSXBHNmfMfTruSbcVqE
189,eYRJuIQxREDRYuDtZEye2PunpiJbBFVWStlUwMaAgyFrlHc
190,GWvIA0eEBWpJYe8dFdrj-KMEyPO4-TSHYMI6Q0G-AyHp0HA
191,lK4egdXh8TqdKdFOayfjh8KFaC736ygXqawxVVH_9e_urNY
192,l8r1yR_bQfliv1i5j4mhiXSncAlh79hWqzghTbkt1LRiSpI
193,WXh6_2_Knc1Yz0DGnOwREIz0ttWLU8l352yakS7-21C4y7g
194,C39kxGAyjnmtoE548d_sMfp2XhpN_mlFgSRQAEJW8IV-
195,U9_aOTQP7EKAVfMe9Q40qoYvZOlzTQvxSnh5EXgQu6b1G1Q
196,HY521n-UVkDqxSKakOBScrNXoEySHffm9GKLea1sJieonS8
197,2yFk4SFijbK7coCek6lPFQuNHZLj0Vz5bL4dAP2qSOsZWQs
198,0Xs882-untF-hpg2CXMn0F1-ARuLjNjadQBLJ0GMtQnjuk0
199,QaF969sVhxx5SkGVnV_L4i7l2eBevncK0Kz26AP4wC2NyEY
200,XcKmIl9LWFccPC72Xp4NhdXE3tDPAVmd4h1PZv7peTMmux8
201,m8OfT3bPt4g3-D9YdFrEU3fBK6mTpgsmlABdcs025LQiuss
202,rbSxu2vbrgWP9S-Nu9R_o538BJ5SwVdrTSPp83Y8xR7cE6E
203,r__cURBkNY12iyMfm06iEtV9y-skLj1ShDocAf_bppFZums
204,v08hZDY-WN__MKzV1Uc-bOzbUsz0-HohJU1rW-w981brWpA
,Summoner ID
0,XcKmIl9LWFccPC72Xp4NhdXE3tDPAVmd4h1PZv7peTMmux8
1,m8OfT3bPt4g3-D9YdFrEU3fBK6mTpgsmlABdcs025LQiuss
2,rbSxu2vbrgWP9S-Nu9R_o538BJ5SwVdrTSPp83Y8xR7cE6E
3,r__cURBkNY12iyMfm06iEtV9y-skLj1ShDocAf_bppFZums
4,v08hZDY-WN__MKzV1Uc-bOzbUsz0-HohJU1rW-w981brWpA
5,uaDw8JC2pM39ZyBVNQYIopFVsCPIInOoq9PGY-boMoyvP-Q
6,pYfRL1ca0zX4Hst9DVCC0AGbtQZajh3JKoG9AZauGiUixIs
7,8oSPWSSTFZ2QZp-HJ_Pz1hKktMXJuDTMIWtsr74LBfDE6Hk
8,OSS_AzgrIwcM7cAZifCdtV_GOncS9zu8j4uvo9eahAfIbmc
9,o2co5wZvR3RoLhNBXcMM7RfJYI0jkkPMyK7QhFQP1ekPiwE
10,KGQ4JwRWnvKzwW0-S57A115IDNW6Ds1zbFXLLodW0TuP2_0
11,uAHtzFPLZ5_5synCpRqHoWvmEm5hKVoR3aLDb00O_cJwuIk
12,SoTgEPwQM5_Oa0r-qYv7q8QfqyiTmwYELKXmYW_QTirAstU
13,P5c-1Q1wlsCcaMTa7SZQ-w7WoV26l1kCz_d-syxcVzTO4js
14,6pSKB04Boq4sWvtFcethveNe5rzDjNKOtvV4hs2-5BvuijY
15,Il3OyOY9Yl2KcGUVwIxTMtVDpslEvaDIyUlUrhhVSXOhwcE
16,oTatSJ6mtvtooxug9z-nLOBPgFnw-ewjxmxn-NRwOFU6SjM
17,TUQjFqwbG2JDkagKP5JIFqsDC7ARwBDgqDmYSgmLqPtruhU
18,ojIwnQkJmCOHgWgXclyNDDJSqKD6XBRij1McywljFfGuxKQ
19,XSO_mPh87TgdjruuxenxmTRf4HF5BTEy88SrDW29eWp4RKM
20,e6kxGeJYauwM6ZT8u-kmU2jA8LARoJZawel8dpfdR9Fe
21,NzApKwxQbdfU-3doBaYHIUiiFgnlD9nYgiy_P5snGDOs97c
22,LsYdntw1xq-whSqSy8E1Sn7akKpJ1FYSdrPieWmpaFgCpRQ
23,jmWfFF76VgXOsKugqy7bls6acw3nVEhY0qJP-5_0dTofBLk
24,hoa60TRKWdsxhJ3ljyY75aptRKfH6D-y2kBvPV1pSGaJDJE
25,x9ri-WrLXhfkfWA67Ji23bSETQ89AQE27mpbLnnx_dooFN4
26,QemBtlltopnIR-UeCHr0mEvs3Yg8DDX3fJIiDavD4yJIinM
27,KxZp-SMhSm0S74TnVNP33c97RyUReGieNoxjziY9Fbj4YKM
28,9DTgeSXKX7VBe1uffg1hIAtlqQBE4fBh_yDiaFbNpjTAcdI
29,mbkilbu-tJ8_P-YxWmwMrGnumBFzHujhWy25QVc3A3DpQlE
30,FWGeV7tIELQv_5eOHu_o_lpXjiZjUNUQcyadjyedTI5jx-0
31,osy85aMmaAm4wFIWzxZKE96ZytI8pLn9b7ZV_B4LRxsYWtk
32,GqwRBbxvgyrhjIoDBNsflyMH_WcpynX96F8f0z0RhfHtRRo
33,ev8kMgNAL_NUU0WEt-cD6LU2VUM2v8UINrDuo5hInhRpo7g
34,RAWcWotpfMtDW7tYNOVP7iHR898nu1SZ0Z6deYYJ_AhhrAs
35,sqIDrhFi0kDacrUarRBJN9UE5ZcVHBWua9dCpbc0bzn0B3I
36,uTHEXqoHywPl0xL7jXi1fRYZvhRTZuu4I3OS_KqVn97t63M
37,0XPpybuzdVKYQBo3Dq3GsziU9_ImwhtsB24CNi2Mz11FrvE
