,Summoner ID
2,wlc3GXwq57Ex_paADAaILp23IcfGZJHzTsm8uLcXa28Py84
3,NxCbvw310vgMEbaNpNVPZkXjrEQjVldePSW-1Rsx0EoqB3E
4,ZpCF-ykVE6UZV2VyQoGoIUUQT7OnfEi6hrUkZ_Fg347RSV0
5,KV8ewLPMB51aVJHF50ZdV0OulNKXrN4Lf1yfsI6d2jNCkG8
6,Tl7gnvKQCgigE9jRiVdk29UfKlnOWNrFabAR1pLkbiqXYIg
7,kSHeaO4oL7aKbL9gXiGNmxdrhlAL6XF3u8paVg2SpZEgjUg
8,137Uyk0ztzpcPV7c75LW7GI7yXq9eODHEmh70KH7vPbiLgg
9,QKlZLepXBBbb61dLQHI0kBXgPNmPOj9bOTxjcfCtGwcH6j4
10,AZr5Uh_NN3nUA5VRaIvzRGnancfrZA8aTbDPpL9r8g7u6w4
11,KLAeI8gz1tQn-GOhP1Glm2tW0c0Vc5tbvlkvBDZUr1md5pQ
12,Gs4WsnbCsv3jTKg3__-b6YqWWp0tIuTURKPqJKnzXUthlWs
13,NSOKM9-fS9fvC3vPxicmr-0raNFfR-7VKx1BdoiPL3nyu2A
14,437b8ch0k-olW01AOhoaZOCk8OVBf1aS_c2RTF9esgfqSlA
15,WlADhNTbAJMVxKU0N7QCXkoTqQsfMT9iaY9OCHhLeHm8LNM
16,kk-PdQGnljTFzZLqKVzi1FUqvJl0Lmmr4TnX6Mt7zlqwBVY
17,fkUo0NL4wS6oIYWhxj0NKe6vbnjOfDcKRXiIcDfVOxUwP3I
18,RdAsMAhGJ7Loyo33IIHN6e8zK0wy5Crhi2PZdMw7Edw58tY
19,OEwtUSgM-ZuKLwbUA8St9sVPhHeLAw_aG2oJZ7etNmpvyeg
20,0LE4t7BmS7YeDJiJ5PS_gmhAw7pvUsO9LT2QG8Gyt2wbcA0
21,NStONylu9__e7PO80sxK0hPsIAAj_abrutTy0CjuiOXZklI
22,Apf4dKsRILeqA1KvgBfXEIzlz0q1K4YC88FAHWcEJr8rWco
23,4hT-EL3xxV0zmwHxV6MB-3cOg0yg83waDjFCNePVGxR8svM
24,g4MydlRlFHclw3QP2vHnS7w-8h4JBsQISQ_a6-BtN7YjZ_0
25,w7LiqzryyQX8bUu27Aq33hbjNq4WDPlGQm8u6tegHVLiQIY
26,wgLDUyDUrH0KLq3YW-UMVsJOAskjjEuKc85BUFoAckeyhqQ
27,90-640IpbtrZ9uLiUl5L5LICe28nBRfSRGcgABauEAFfcNU
28,sfDEcLdhjRzP0y3FQcZcvayixf-Ud70Y97gezjT1MIgDC0c
29,wamMiMWTweNzX4DluwsMVsZBFPSafxmEFctRji62K_BtEhs
30,6Ay37240pWdSiSkvHAB28kzDZ9x-2ivaE6cJzBkRmNLHGoE
31,ebGKsEuRjGeOYhGF6wO9FhDZVMFyLuaxEw1pd0ALLJIJfrg
32,V49ONnEhIqpM7331__CCNr0n7EiLVbwZwA-pf19nENLsITU
33,5mYs_LTl8UTDUtdBOVXRKFE9u4lhLs-QCkpo7xfugLB2sqk
34,oV_9nOH7TjcTtYpQlbgIAGHh3ZaQqIJL8ZqjQjQL2OoUfqQ
35,57IKL6fG4tZukVdrWt-5Y3NxxUcfoOfgpn3rYwafZIQTR0c
36,oC0Ce73gzqKsHVRTv9Bp4Y_Vyz5rIN4VYS3nVJEPT_zd5vs
37,L7M14WwNuYR2QagMWsXo6cejUx6Oa8zdeyJwNcUJhCbNrGo
38,WDhFh7OlirWFZHBdapzHQTf9jfStm03MNXW7jF0Z5sHKygk
39,DRZ2rd72DFdqU8Tg-e0Y3FX_jbA3cDtwjTsJhgNYLD7tgdc
40,JWYLDR0XnFazZtB91b0F0bKoxanHAWLkB6RU4FcHl63hC5c
41,3hgi_GAi1HQQThthcsWutdJO8UNdZG3weT2klyCkeFBiUnA
42,drUqa2fIsHupIjtntCs2vVt9Q2cn5q37hYoKz_2X-EiTQNI
43,kDrqqa9znYhMRMgPNKrYnuCql322VmEQ1pSo_IHy3hzBuFM
44,fLYlssTd1g5t1fdMd1XmL7S6C0WFxfBghX7vCLrr7XjpXaw
45,nN-xLDJIpPLHhL5ItYil-FfndtuJOAl13T_b-oyoto2fyjo
46,jpKG94vwVBQdB-Gz-JtNLFOjUGT2Sv5fCw0lys7nFizjcZE
47,9fBxVjKOR-RzGLmTor4eaHLz16Y66NfkTLRO44w9MfVZmTI
48,nTZ4iNdvXjpD4P8QGa2akY_hUgTgYWhtAxkSpKn6VH5lb7E
49,bp4twkXIWBfzbtFurB5KkM9TaxKtloNrm6aQSn0fIeGANgw
50,emPN1SS6JEAoMqtULR3T8oKjM7ziFhYHgFlRfk66EqAWJNs
51,peszLDTDB42gkT2CZtcXv-r_YyhAOUvxKbwo4KTgH9Y9TRA
52,E6Cm53k4eNdiPxUiR8cq2DyE9YZEijseqXWDTp4CgT5Y5BU
53,ZtuyTQdbxyxw9Bd_fTZuITSjLKYzDun4Rzo4YeQDIEyM9uE
54,ZXY6pRuEvy9PRN-qorzjhc74qk26fif84yNq5Dr7HJ0V88o
55,6TQuH17nJrbBK6jFYP9W8e-Nmf_mFU289zyHrPcVCvSm2Ho
56,iwJnKYuxOCDdhm6Gy4FkQalQpabB_5BlED8ZzEZPq0rS0S8
57,VUeejYdK9QZMQkygUMjKAP5WHD9Qh6KdWCmkDJRr3e59Jsg
58,N4maOapM1_dKdT40D3tFDPeA0kLLgSHa_qj8wg4h1GUBtmA
59,5xiudzaceU1reGpca53qN74OQzS5XhVKKR0pdupEPClEWTM
60,6lgd-ErC67hfu1ljuUWQbwYpEjjsTaV5xw0l7ico-Q4RA1Q
61,P2jK2xZfJkqUm1emHkcbxpUvWXeEvDgC89CWJhatWdTQElk
62,-lWgNw1OU29BKB9xsXWSvPl4LivINsJvY23sQmFgkC0zuRY
63,CHhxVBPJVKOyXLfJGS4Sdlv3Xi5ueGnxKiwjJzFgtg9c-PM
64,xM-rmc7395iQUWz4K6QvFRk98MXL9mEACgnYE0G3wpGrfxo
65,aYgRtOOtBBLUzEkOl9qRUjNP3Uqs9OiHlwwdQr7RjbasTRI
66,KhU79dqA_gnGfttBRUA7YxxxMJDFk6YKbzeZHNf7evoPI3g
67,13djH397Snc5N-qjHVIuol72LJZVJMP0j1EIhBXhvuZquqA
68,0ouRaTPMoSzkijghLs3YJa8Spkm7aTv35HaPEkzacpzvl0c
69,9FxR7jGXssMUqVmtGNvYER64Tw4kg__cjRgklsBmHV3TxqY
70,oSXQZOfq7uk38ockihVQrMWsgEdyxEMEteCrJJakxzQ0FtM
71,lP9_Gc8pD287fWwnPfuUNfe-o8vypBAaEcwHeq4RHpNze5I
72,QL1gPZXR8rDTz6AOOSQsa6MOnkCrBn3FCoPIxwjiLf_TmyE
73,34AHJOtN5KYfe_P5KQ_DkBnm-xfDMtANjdfNiIiOF6P1k-I
74,7QzxEr_sLIqt9WwUVcbyDd572Uiy0dwZuoJmpa0IaruCY1A
75,GVlDLwHRC-_jIht9tJztY15LFiLcd1KHQJ7laB6HgemgO7E
76,h1OQ7vm_K80xx-n8z7Cx90ZCXbzzewDWF9MlH-J6lc-YgqM
77,FwR0dwz8G9lSk2fSsGx5h1cC2epel5tntNDsYFnB_w2V7Zo
78,GMxi95XNcoupFXuYhpBcB6jBMAG3XOPVdykV9y2xVE9BxQM
79,T4hfP042AXjsEtZ44xANjuu7n5wtGoNvecg4atQ5lI9nfXg
80,HV3_mpGDOYWh8C24WV9K12G3m2m4Vj0i447IDCagMdIz-GI
81,23dXXcqm_ONBLCJfdgy0wCJUwzwkeGBpEaOkXLXh_jeqSmM
82,-y78FkR-dw2MMt-cU4kGbjHnBVBg1SvCg7LTKD_m7avlZNs
83,QTEaHy_wvrvYuz2Y5Q7ezD-u1vNcuZcB0OHI1mCNqmr4VMI
84,a3qdohxbRRoRcngUZw_xcuHqtJ9fb-92kq9jLs2NF7ChTKw
85,-fkaeVk9K64BuhIl6BzjlyleQWgAGlqWW26I0rkzCt7DvH8
86,G6YEznZDijyrq6qh9wdr9PoTqxq1Fn5MW17WNiD36gjrqGE
87,-CM0H0niQsu9J0YW02vGmH-HR5rzEj2k7Mhs443MUnSZFMc
88,oCg7x5QXwuZTVjtNq_nFpZL0QD4gCG_4dTORULiD-97POIE
89,stQ5v4y0sfOF6WGk0QcMdmmgciGsMdcSnW2kC91iI1OZmhc
90,nu_xlDGLAyD34CC5HgAg8uLwTe3euCmFcphuSokcNKLSGPY
91,6JMebQzcB1i7R8QhQ99drveW512YKCe9xhS8Ol948blQu0s
92,7PTeqP37LjvqNgYwVUBGML4Pi9P4PjahKmKUnhJsTS2RB8I
93,WFnSr7KvoyAxyjctwYyWhkIUVELsJ_nXYay-fl3dfulTEhA
94,4JUa5NiK4YtaJjI4XFZ6MWEX9NufjXCHks6_UiEeqxQRUCU
95,lRJc-TA_jfKyWlvHBNvAdV4A9XXx__9kDe08KGMLf6TZYDk
96,Xw_KAQ066MZ7ojz_jcKJIo8qslb0BMzHOXhtwsIPFyu0sCE
97,yVYxV1GNN1wLrBJ6u-3eD4hlAHAmjE1jzfNlhPlIyCF62SE
98,als8Oll_40GmnygOjxBdA4k138FvxHd1sDuZuvsr6_xYJ3Q
99,71cE26G2bmnnsO4hGOESEUictkyK9Tz2lCJ9IhQCNaC9rfo
100,hSCNqXeVnjdJVRc3rdObrvLuVygbR4nqJCIxmift2jMIje8
101,TT2f-grrbrcAsSIzMMMPylFswGrRaXsZaZdootJhesuAK_Y
102,16Q58uprwo7QfwFBohXTyTYg0IMUZ_k4G_4GeuPOdyUbzKo
103,NpXVrt3EPlLaXH1cSepaI1QkhvUxkqwGgjzel26SmmQfRiQ
104,FSdh1irbWJYKFL-6IQbOY74xpmno488GT7t-O7ofKdI0prM
105,_0OxCjx5OZEUIBu3VzngGfuROp6taJhDo_qWUDVgd9J0r6g
106,TVecyIhfEfxB1HdnB2J8RcevMHIDQdPLkE7pbIA64z0cPh4
107,h3Kc4Lmt6_4XR3V72UGQE1uCBu8jL1Y8LvMy6AfKIIZvtVI
108,LlU9yyvLPex4xvCyqWXdppd8_R8j0LgIin6jcr2M9RVmI4U
109,VhiD83DIWppi6X5eUfWyoJqKxl8rSknte37F9JdAXk7VWdc
110,utDITjh3DEYdVX5uS4wcPZBpvFud3Fvhl4MjOkr2Fiwkflg
111,FciUr7NchjES1krH9g2k13SOYj0D8BYRlMrA-9TUrarU
112,uqrZfmQcQshz3JiZv_zhQ8DtczzZXzbGnNVt2Nfn-nBrMaY
113,rVyl-sCZG83mL41qqzg24GBfOLCMybwY5bvOBWYBc6B3t1A
114,Y0n7_Ph6iUe2yxBHye_BVpBD7MXpXWK6Wqm8fmwdnPQA414
115,prWs46bQJrSlQJiHnDkmCWzjPNcOzZWIyXPDjuoX956uvRU
116,7VX1ZoCskhP6sXoxaDpkCS6C0isjHHCSYkyUtBF7J3grGs0
117,msgSGNPGZGJ4Mg3u4w8pyzKQtpInVfylgSTJwRcS8-tXdII
118,Qa8qTLZv5pIqeaPi8qg2Iru83xIJt455BCpWGNksWewFEY0
119,YxpxzQBg8rLcKsHzahr4q7OejHHzciop0fsY25OBHoBkbpg
120,0p-fRBqQjy2jZdxlWdPDV7atnKST759HLiciJ2VZ1PHOdTQ
121,VBW4hCp_Hi_0P-R8akkZFKMKc6yx5GgZ1qNb6MxjS6eDtOA
122,YERXcQ9cR-F6vY214qQU2CH1rSeaC5nRku6m3iEy082oK8I
123,WsC9Y6eJ2b_y2jwKM9YOZj0dskwKB_X-C8B5rWtqtTmS2m4
124,T4S_N5-q4oKC0Gxw7VhAa4EtO4YikqANRYKDLwilzOnbihs
125,1J77faxY-AriLkcEhmHXMkP99XN3y2LSiMu_y9qB-EkxB5g
126,NQIy0NKu2NE8oU9LJaYiCEYkEYEO85edcSK-IZXSnU5TpYU
127,-UacqD9INgGlzfHVTGVqmj6HCuwwcWIK6D3MQQ_3uBy4Vm8
128,1ccq---9Clb1Jx_4f3-CxKxslfJZc92hqSOjp1q7n2fIxAQ
129,KcnLgI1mMHhEX7getKE_ZO4sa5fEi_vXmDOjHnKfCUQIoZM
130,KB2SlsnfZAyogJmhWVUK17dOFSm-IcMP0ZcoMNfFYI-pgwM
131,sBPyfhjmkzvfTvokKVGngrm1B1As9Q20l2QO8-N8Y2SfylI
132,9ypRUcO62iVnhZ8NwYFHOfE3rFUwnuPfslE6V3hDc5ajW7E
133,HmnLxlo0rvASjbQKSjn_1bIenjq8pCEOFW-s3Ydz0s64fGc
134,LNBDeGQBbLtuGlGcWuit2q8e_RFUCWmnHW-e-EHUvjMv8xg
135,3CN1coAxb7aNGgBUkpa6vwCwr_tAvLaOpcuG-hv73zYtRP8
136,d361iLsrxcNBIFqTFu6uhZ1OfSC84p4bvVrAbvWZ7d-CMp4
137,wYvEA8TNHtdf41ZKlOaycX3JHIM5ba6fw6ZAcsl257ZOD3Q
138,IXzCTAAzCbFT7HBtRDTGqVXf9pEmN6g8zTOM1RqDJfzZzBA
139,_FhUeOZVdNgdTJTISxcF5x3ywBECuVgHBR65WCEr5OzfaQs
140,5CWHB45oZTTEUMG9scVzRLEhV9geJDMwAyxZUuLMQGpK5fI
141,aEJbBuvO7gu5gEenvizPmGWXs0Bd2-W5gmaXbKUrZtE7Afc
142,jtqIUKER8Ej2nRPbVTZ4Oorxk_kUZKGe63-rj3cdjP86F2A
143,13GCY5OAnUxFsZLGy4RMHwp21WgNzgA9KGXoKnd5SYO7bm8
144,1TJuCr5QjowJ39y4I7cMNYND9OOwhTjkOBJefaS6V7eBILw
145,tftWi0Rn6XcH0AazoRXHwtAkO9DFURDlWMY_C0s5GvKj2aA
146,0AKDXjC5dntQxuUGIZZCV-66LY39eA7X0H47FOVXiiK9CZE
147,NJdwzNRUTIN6MiQRqsErf1hE0TDY_yKfU2slYjlowRlM6p8
148,yVwOQiltCx8KnVdXQKfEBK5c3bgC4gJmrwSP12yXKA3Ssu0
149,HLpwFI9UgyoSfvgJYLNsMV8CqL4ymamOsw9CW1ekaww2xy4
150,XaGpw5FfW3c3ty7CF0Qj2i658ZXDXW9AbnmKutseMFhr2_U
151,uWTde6lk3K-xYPjvYnxib2LrIIhTNdNiexJsc72308oLIxQ
152,6gkJkmizmKoCtnXA_iw4hiRmMj6GKdcbJng5EN0SaifGvCg
153,0DNvQ0Gh6dJXy_h0YpEMWYucNesDKWcYViKFuKkPCpNs9CU
154,OzKf_kpYHh-vuLXnHEEBQiI4rFnsulp1QPZwLM9CVQfMjbo
155,WuNwuvUv_30ztHRBRzNNXed2wc9ZULLwMZmA1az8DKWNO9w
156,dS4c_xKwafFwv6CfoFYNpJW1ENTGv29KR-bBB60LCNLTODE
157,LKjns_4R4xE3UMJldOmNB8gxNIE-C7Y_ne33-q-hHnjtWNQ
158,NEZ_W0iQ-7M0EfsQ-AYvcM8NwaQjMaZmkSYHsd0OdK5A56o
159,nPyJjjfDbxMpZWg-ap6sTOVQCC54lG_0IUf3DQ6tzqWrhKU
160,VpR_X6ylHcEXMPVqo8ofyyJDh9qBK7h0c62lraJQepS6OVI
161,AaU0nFDBebTBo1zggUQOBZ4AHUAFo-N0TpdGQt7IKs42_Po
162,bAAGmRgh5IZvWznIor4ddPjtyz0_wDzXLN_wWmaoKmgaA2A
163,azAmfUEyMsnuRoIqSn-k8vEcyiTQtDCyPA0OJ1yyBb8CFQk
164,SeX_O8AvvdAkJT9YSTpcew7pxlrWYGYvRJ5zOfy_LtMZmAw
165,GerR3sKeKbIi2pcc3xaVstDXanNAt4xIOxUeeV-3WBkWNOc
166,n0xTpZszFGikXLJMo0Rncu4Qt5yNgK5CGQkmuWoeL-qqWOI
167,Vzlg8tK5CTa-cMVY-NGREu0HvQknGWyzH_2YqGRZFo868dc
168,AlDjk9SuYygKHZTrbuqS3q0g8jsPBdTvdI_cHOIpz9vJkrI
169,HgYUL6tZCP4K--CJ6taYb883K_-1i9KnXqNUOB5tF77Egak
170,A4Y2Wfi0HEfyvKLCiD0OoyAQ-KdMK1cHvE4Syi9efRNUCBc
171,iJz_B3Yfc4DHOE4Rm-5hSFlJ29u8eL6KspFF8BzIsSI2aaI
172,TXt3oCJcqZGbgaYKm0BP1Xr7btGmO_Q_HH1PQ3BiMdjHiEo
173,IaN_U0fUHPRauUnM8ZNDkEsJOMV6mNAUJ7RW0p0s4juimqo
174,QVzqJmVc72IovKIwCYZqMry_n407k6VzUvmVLOU7BOEI2fk
175,oUfJoxnI8yQX0TSRt0lWCZ6FfnDOtvwzWS8MmsbYOMQdrk0
176,iWPZU9Ssq6f6uB6bGUIymRG8p0adKGckQ2t-Hs4L6u-7L0M
177,q3qm6y0_zfGUWgjKxgJaCRoEL_mYWjE3occHu20Ux7hSq3o
178,ojkpXGzD4pY8Hc-M5zoHWbg0KFUrGE3wxnG9pSrXNivLTFs
179,g-_SRKFJzqi1R6Ef0M08be-FOQiCB-Rl6nibbInrZIBuwKE
180,vdgrrMFt3gTmJ-RQbMRrfB0qRTMXDIFkMimA8y4DJPwPMWI
181,akR-EFGaRVkqgHGjBk1246XEnrIqfLcIoaqDTZBKPF7J1FY
182,kxfFMGv8FPlY-jEqWLU3hCGzb3R25do5rIj9ISnwvakCDNE
183,dH_3Hs1eQLhKwQvGy6N0q4usfPWSZnDYWpe51QQSumqbXIs
184,E0OoSMVnKHIh4adgrCquSKamoE4kN2pPrKYdZGpgZi0z1Uo
185,gPFpJhfn75QtvFnVFPyKzHg7H6Db3werTp9uv7547IIdBXw
186,rIG1tg593ZFiQu2Ngc2bLAfWwlCI4xM8uQcIwLVRqBmCG3k
187,C-WCZJrKtjubU1fCMblmJz8nLCgzMkYlPa7hBCmSW03OGNI
188,Mo11Yzo3UzhyiegBVI1sCWE9wA2otFgON2iuJYOYhgqGVtY
189,NWlQyGp9To3kI4lOAhk1kGAVUa_3x2sqWIp48T9MiQatal4
190,sFYAgPIi2Zi50pokbjZGGRT-RQjE2OtavQ3wX--jw3Cqc3w
191,kGVjuvqcTOBEmWD6AeULNIUClxmqTIov9oLrITdOZzmefmg
192,Cpm8pzPizu4lARQBtyee2adEpFandGHcdUy_mEZjc_iPS2M
193,du1RSqBp-A0FKuj_-UlJcQAVuRLmk15QxRTb7U1Umx2HoDk
194,467fVMIiFnZ__p4PTmEsgaXVAFzJC7VC-qxXAcna3Qbku0s
195,NR_QwKKQGABATzdKMDPSyzH6RVH-Z9whxBzrXjZEHh82th0
196,FMFPcePe5ycKH2xkxRA9VO3kFUQWIp5xq0Izu1oAngQleho
197,L4dyLI_GXbdjRke3-JXOdo2JcgL7YJ2T5Vd5ZoNdATcGdmc
198,4VJdhI908dBfuN07WBqlrvsSFE9Z1vuFk7h1LQCe1Ft4WHY
199,cXwEVvwOoFV5paH9iF9E-9ykesSWza0IzQ9lBZIcWb9-7uA
200,owK1nwhhgbeogelw1ayObzSq0RtW7xIoxteGn6TsCBkDB7k
201,juiBwQ6R8lr2pDRHdVuDQltnjPz_b5ODE7I72SzSkUV4gBI
202,tnuNeVYZd79CPAepkn5TuEb4LC_ShlRwY6VDpaqhV4tb77M
203,kqWmbyo5ooE2VF8LElc7yDrVtpZzhAi91VtF8cUz9Q0qlwo
204,sEya7u4lYYX846x9Ud5Phx3qGWzURO1YwFNK3m_AH2-0b34
,Summoner ID
0,owK1nwhhgbeogelw1ayObzSq0RtW7xIoxteGn6TsCBkDB7k
1,juiBwQ6R8lr2pDRHdVuDQltnjPz_b5ODE7I72SzSkUV4gBI
2,tnuNeVYZd79CPAepkn5TuEb4LC_ShlRwY6VDpaqhV4tb77M
3,kqWmbyo5ooE2VF8LElc7yDrVtpZzhAi91VtF8cUz9Q0qlwo
4,sEya7u4lYYX846x9Ud5Phx3qGWzURO1YwFNK3m_AH2-0b34
5,t8tB6qeIkYFqdf9hUq0Th7iMVVs-ajNYFbaR81Ktjz5oT54
6,idFf6ckwJMJ-zShpaqVvYzVtdK1-Vpt5tJrL5kLxMzqe9DI
7,RQKrbkcDRFn3d528-ftpT9cZf48z0_KrCeyH0eBGaq3Hti4
8,7KoF5JsfP6HbNxyJbwQ7KG3sSbPQBEkfjIFZgEqZfTayLs8
9,fOAiqPI0BZnZ8YxYewr7axdre3MAiyO4jpDYHA28ITwfQQg
10,tl-uKD_6yRuplFCeCKIptVBw_DGq5O3fdIzKjbjsusdvzsU
11,F5UXnyGP4E9-XLWDOezEYMua3dgYROvqm5_ql9w306rvXN0
12,NNSMs1sc6Y-qdIY4L45owyUBYAk6xMmjRMIV-89j8LKS4VY
13,cxLaS4oydKpMb-f0hrQP479SyMXFA0FtCzmwRhcPrs67v7c
14,4HeavwHe5T5WLC_98115N0uQrsamB4DFFleNlHWExROrxJg
15,DS4zpHMpnbZVHadjmpSOCjc-IpejeO_viNhiWqYPKVgP3FE
16,mUGF5BrsBbg_5vLrzh4A_8QJwcmbJsN-TcdXd34JsUQLq5M
17,wl5lp3Iap8uPS9_ErtA3_SVLLHHxecAwXD1nfYfxHGnDJgM
18,CLNwftMA9ksb3vQtU-Yw_13huXuD1Ipjpg1BeDkOlK8CzT0
19,bd0StfWm3QW0w-h0pVnNDTrwQ8DeMjVe1HWBEGHgUjoUIUA
20,7o74qQB2tRs-wuRjFWbSngcKBCXpeHfvz6r5RGeTh2O8i0g
21,EFoqo8S69avC35FY-MoeHB6PszM731Z0QhAJ9sDBaHDkvms
22,xaqha6gFHGNnVSPY87ti9vP8a68yWBOtoKmp6SLuRbXzuOs
23,6LArUHffc7hFJvFT2yffZJ3uF5kJjC6YoNFrqJdnAtI5w5M
24,AzMEIufnFyeF_W4xCEBsFTvVTXPU79_u-tX64IECR1xNXiw
25,PNGYxihy6ZPn-Qh4nWVv2QrNAs4SV_lBJi4cyXiA6YcGsPs
26,JWZqz9F3wr0Hl84jxWJ_HpIdZraAfBr86m38p7U8Gj6xczI
27,po075syFLUqDuLpOEesvVYNtWL1OaRjPJ6xq5NJEiBXpx8Y
28,_bHW5xZPp-s2EUBpfOLjZvqxfh2ltxbRHpSZg67yMHOY6YY
29,3t3175cwmJxBQI1pCwSXipNjQKuGMRcvV34S16OB2u7q78A
30,CrUTXXQ3xoA1_B4bV3CoCC6ngJmzO7XlOuhlOlTdOByEmfg
31,Cctj4zrPnEiY92rSh2iTpj7JNblA1LtOygab1umS7XAnCwU
32,9a-FrDXbSe5HHElrz5rtVPtOtPZDVQqzVmMsnj_i6JyLcfM
33,8waJyep7jHVE7u9BAK54GtRB0a9kKWHL-So2-k7iG4gSO78
34,MZM0g6KHl2iPZwQwIxgU0CtwNkzXdEM53kpFVRiQiBeD9XM
35,ntXDe1OJ-f0hRgzmJm7Qn-O54clMHnyVO9L3QUDn3Xf6_eA
36,TuHqjEG-zHaxaPn42bbkgHcGxQgih7Qzi5R3veF6coP_sj4
37,Mt4U9otxOa7nvI82y50bwG8-TH6slJCodDvZF4uNTDTkHyY
38,lkFEtEvEGHULr4YcMPjqbGQ1dG1LfhQROTGQxvw2ktBsiLI
39,ltNHuAUBaVwwU3HYPXnpJrKA6pPc4aVoxcWDSeufpG2BNVo
40,Lhx9xcVwOfjmzUbrpKZb7EoQRug6zCrAEn96bhjB86QBSBU
41,MmIEvMR5Dd5lf2YGcEkge3T6ayVDeKkvygYRUkIzRMCuarI
42,Pbl0lp-9xnDXb2Nbkn_EWXy7Awj8Ig7cA_6f99fadwIqXaE
43,cZCCnhWw7UtkInVMaEy8yKrqL7e7QrB-MCB5kIk4d2y3IEc
44,zV-8ytP7jpEy-nU2YCJrlMtaAIK_nXA3Y-Jm8g3Y_agedJk
45,J37XsfTS96b84HxkCiByOP-vgNRPwr9xbTKQqaDk1Bz9MtI
46,rvDx1LKAp9d6HNJUjq2wq8qDEY2V88q_Lg_Wlxzy9U6GDyA
47,XrL8DfdoGrw8PhZcDzwl8GxcEhbyNkjCfhddLu3PtMzkRew
48,8JdQQIIztWMjj_MiO-7VUix3JcBnPujpB2QVNkLwg1-U-ME
49,KACHSEE9lADghuauRZHj301Llnnltqr580NyGKl8FNYXtLU
50,YtODB2gva_LFiqS-xuZ--Ug3XDEBBrRKP1z38Q9WXkjKgyE
51,dsJbh2BEgEBuhBm298Gq2PaR0gi1L9H4gKsMKMuBQrNUdEA
52,KfLtnQnl6aI8muuC_Oz2uFu_MUTi1HA3sNQpTDYTmo7wcdI
53,_2QTwzV7ckg8O4G_PKwzG6zEKKsCq80KcoNvOQb8BgWOiao
54,9i-rdgYvDpF2p8Df60LdHf42Gn31x5oObE_iCRIfwQiKPlY
55,zI65i-VXCH0PmPTBZA-hHrhsXsjnyT70If_I0q79bAqvtOQ
56,PwbN3S8u69Ww5vrcw36DIVKxWPA6Rmbl5hkO2LVuLOsNskU
57,u3RBCU9OZ4ETA1U_5Hhg3LiZYWVvbei464exGmnWXIZv
58,iEOKRrGNzxWPaEWpAcFf_GVRXpH1G487wIgwCtPiACEdavs
59,VQk_J4vJB1mjPZT2Cafdsm5ZqaG03dsbiDMm_kov9LPQ3j8
60,Rw4risnQA9DyrrdoA-zrmIyXYPfeCxcuz8MPVSx7OhStpnM
61,s08W2haFTGYn4fb9_uXpQC5q3qX5vwmk80I9C0E8JWccDao
62,flEHVxjziSn7MfhFj4FN-D7Nk_XOj0g0phxjB1NBJ9w3rhU
63,ewHaQEFzd12niyQ0jq7Dabu0W85PMh5Y08r-0Z8zcfvzqkA
64,imwWsc1KSy4mvnEUb-dFEq01b6WsuR0Pe_7lmVvvN2JFuMM
65,TGmIesyhF_aUsxBDPG9tuBEUUxh5gU79mP7RcXBG74lXnsc
66,36QJLASQTU8vSod4BezewpyrJs2V1g9h5Bj_K6MqUsDinvI
67,pYT3rCwrj-NCSbR9p3-2sU-s0u-OVF0qpX2wO30-J1SbNcI
68,ko8Mi-vLmcVuaJ0ruuRV4TRAThaJYKIPAmlh36b8GZpk-iE
69,PzZ5b3lMK8OGBX3rBXDc3z-texhsZTEgsH8RqYdTY1d5J9o
70,qI7sSynKmEvLgGNut789wTR7oI39rI6kIY2KSVxhyKhZK78
71,X4WOs7UaOzrMydjIe4iEM1LZHM44SWWp2Rt82jSPEk_lTVM
72,vR5fsE-j_d-X8gMtK6ODb2FfjhG9qnufqh-DPSFAf7O-3Hc
73,poU4QQud4NPZX99CXIk29PIbe3M6YIeV3XNK2bCe-hYYVFQ
74,ZzLKx24r7ppuOr70dbhu2Wa1PgV2hQa1LyWDnhF7HYG8-Lo
75,4obiINN5tD8LMVIG8c6WeLyjHvS-1cksi6BYFBYt2Y3N71w
76,dhKqTbgZaH7dlIkxYOTCUsi-HgA-IHewrLnbBKNp93lHr4Q
77,jG9dbS1jauZvTz2N3AoFNh--1TiloWJrYSUReLKHqQU899g
78,Ll72gsYyaN2dlVTjdmN_PuNiLRzNNomAKAJ6YpBtpHqlMb4
79,w06d5q0SdhtAKjZiUQHPZVqSrYAaxrnEfCHrqBuEIEpw0Kc
80,r-OfA2QA1axsM5xAzvdzvlKiFN7Knunq1zfUZMzZFwYE18Q
81,QwDqbzHO1qz9DeL-4VcNle6WFUIhiiP6kib-ruT-e_fFVTA
82,rPxVzR8XVknughFDKAiMAqeT0jjN_KJqpqI_qFmtdyCHbGc
83,HIHPsTfDpaYsCReNfE0hHiZAowdTxgdVYxhxa7XQE1_52q4
84,VJ559kVzP13ADcxVvXnQpCBrGVQ2f0HMFErZGRHtz82GAaU
85,STjJOZpH73P2Fd3r-us5opXQBR1hiqh2NNoonQrBMUfRtVo
86,hh9CuVaoXs9553Zsg6teX1sQBlPAcWlRAoPqF0J5HvalBp8
87,33-hI_bGfKqF03EwKKAMazEzI3tB2n43NOREw3RKtAs_01Y
88,ZTIqA9qKYdA6IXj0rkKiZGYSYGVA5bQIX5bkwJuY9qCmE04
