matchId,t1Dragons,t2Dragons,t1Rift,t2Rift,topGoldDiff,jgGoldDiff,midGoldDiff,adcGoldDiff,suppGoldDiff,timePlay,winloss,top1,jug1,mid1,adc1,sp1,top2,jug2,mid2,adc2,sp2
NA1_4238625640,0,2,1,0,3630,-758,-961,-371,1799,2188,200,Gangplank,Shaco,Katarina,Lucian,Pyke,Sett,Karthus,Xerath,Vayne,Morgana
NA1_4260191580,0,1,0,0,707,-510,145,-3149,537,2018,200,Sion,Graves,Yasuo,Samira,Senna,Teemo,Volibear,Fizz,Draven,Rakan
NA1_4236281284,0,1,1,0,-820,-1063,363,-552,-387,1916,100,Tryndamere,Sejuani,Zoe,Jinx,Xerath,Gnar,Ahri,Zac,Ezreal,Bard
NA1_4247041059,0,2,1,0,-1349,-348,689,-302,501,1765,200,Camille,Kindred,Xerath,Malzahar,Lux,Sett,Ekko,Corki,Ezreal,Maokai
NA1_4250455870,1,1,0,1,-7594,-2381,-1174,-1934,-2267,930,200,Ekko,Akali,Caitlyn,Zilean,Sett,Trundle,Zed,Jhin,Morgana,
NA1_4250700770,1,1,0,1,-2921,1846,-541,2751,74,1564,100,Urgot,Annie,Ekko,Kaisa,Karma,Irelia,Diana,Leblanc,Caitlyn,Janna
NA1_4258542703,2,0,0,1,-1433,589,800,858,374,2171,100,Mordekaiser,Kayn,Ahri,Jinx,Brand,TahmKench,LeeSin,Qiyana,Ezreal,Yuumi
NA1_4258956444,0,0,0,0,-2451,208,-1439,1313,572,2022,100,Veigar,Graves,Sylas,Ashe,Lulu,Darius,Ekko,Katarina,Jinx,Soraka
NA1_4237558742,0,2,1,0,1662,-982,-448,-1452,99,1337,200,Irelia,Hecarim,Yasuo,Caitlyn,Nami,Sion,Graves,Viktor,Kaisa,Blitzcrank
NA1_4239470719,0,1,0,0,-630,-625,-525,-1757,72,1214,200,Urgot,XinZhao,Akali,Twitch,Senna,Sion,Ekko,Qiyana,Jinx,Leona
NA1_4241017249,0,1,1,0,-831,-1127,-84,2362,1866,1953,100,Urgot,Diana,Sion,Zeri,Zyra,Aatrox,Trundle,Viktor,Varus,Syndra
NA1_4256966851,0,1,1,0,2738,1646,12,268,983,1568,100,Renekton,Ekko,Ahri,Draven,Senna,Camille,Hecarim,Akali,MissFortune,Lulu
NA1_4248143316,1,0,0,0,1018,1533,2349,-2308,1967,2021,100,Gangplank,Poppy,Vladimir,MissFortune,Senna,Urgot,Teemo,Katarina,Sivir,Soraka
NA1_4241028326,0,1,0,0,-222,1430,-2374,-1193,700,2015,100,Graves,Poppy,Orianna,Jhin,Lux,Brand,Khazix,Ahri,Tristana,Nami
NA1_4248971950,1,0,0,0,383,728,3357,69,645,1414,100,Kayle,Amumu,Fizz,Kaisa,Lux,Chogath,RekSai,Xerath,Draven,TahmKench
NA1_4257252476,1,1,0,0,1364,313,-1138,-1407,-1096,1621,200,TahmKench,Diana,Qiyana,Ezreal,Zilean,Camille,Khazix,Leblanc,KogMaw,Lux
NA1_4254934783,0,2,1,0,-828,1426,1486,262,77,1841,100,Lillia,Nocturne,Lux,Varus,Yuumi,Malphite,Vi,Orianna,Lucian,Nami
NA1_4255491620,0,1,0,0,0,0,0,0,0,626,200,Riven,Diana,Chogath,Jhin,Kayle,Kayn,Azir,Ezreal,Sona,
NA1_4243533035,1,0,0,1,-1140,-2053,-728,-760,-725,1025,200,Ornn,Graves,Morgana,Aphelios,Nautilus,Darius,Ekko,Fizz,Caitlyn,Soraka
NA1_4246714964,0,1,0,1,-308,-1858,20,-986,-750,1811,200,Sion,Kayn,Malphite,Jhin,Shaco,Vayne,Lillia,Talon,Samira,Nautilus
NA1_4256538804,1,1,1,0,3961,2892,-925,-615,-742,1920,200,Shyvana,LeeSin,Galio,Ezreal,Bard,Camille,Jax,Zed,Tristana,Leona
NA1_4246100912,1,1,0,1,-1748,101,2738,2173,-1345,1214,100,TahmKench,Olaf,Katarina,Jinx,Nami,Fiora,Khazix,Lux,Vayne,Velkoz
NA1_4259400452,1,0,0,0,496,-563,-1229,834,-30,1957,100,Yorick,Ivern,AurelionSol,Jhin,Pantheon,Garen,Graves,Sion,Samira,Nautilus
NA1_4252519618,2,0,1,0,371,-2302,-676,480,-135,1811,200,Quinn,Khazix,Yasuo,Senna,Blitzcrank,Garen,Diana,Malphite,Jinx,Leona
NA1_4253490669,0,1,1,0,-67,-203,-1002,-251,6,1847,100,Garen,Shaco,Ahri,Zeri,Yuumi,Yorick,Nocturne,Vladimir,Draven,Zyra
NA1_4255450687,0,1,1,0,1975,744,-1511,-525,509,1975,200,Yorick,Warwick,Mordekaiser,Jhin,Karma,Fiora,Teemo,Tryndamere,Kaisa,Nautilus
NA1_4244080743,0,1,0,1,-4329,-1579,-3322,845,224,925,200,Garen,Singed,Sylas,Jhin,Shaco,Aatrox,Trundle,Gangplank,Kaisa,Lux
NA1_4250713991,1,0,0,1,-2319,-1637,28,241,1,936,200,Malzahar,Rengar,Diana,Lucian,Sivir,Illaoi,Hecarim,Katarina,MissFortune,Zilean
NA1_4236906994,0,1,1,0,28,-3078,-1775,-1766,-316,1354,200,Garen,Lillia,Ekko,Zeri,Zyra,Jayce,Kayn,Ahri,Caitlyn,Janna
NA1_4249900821,0,2,0,1,30,1421,286,-2884,-2295,1831,200,Sion,FiddleSticks,Ahri,Ezreal,Sona,Malphite,Vi,Zilean,MissFortune,Senna
NA1_4239202698,2,0,1,0,3862,239,-783,807,-792,2065,100,Garen,Warwick,Vladimir,Senna,Lulu,Singed,Shyvana,Yasuo,MissFortune,Zyra
NA1_4249059722,1,0,1,0,554,-884,-1958,1913,1431,2159,100,Camille,Vi,Gragas,Jhin,Xerath,Tryndamere,Kayn,Malzahar,Singed,Yuumi
NA1_4237942686,1,1,1,0,1317,1132,501,-1041,-1791,1684,100,Yone,Udyr,Katarina,Jhin,Renata,Jinx,Trundle,Zoe,Camille,Pyke
NA1_4242239874,1,0,0,1,-296,223,-91,246,-645,1964,100,Jayce,Hecarim,Akali,Jinx,Nami,Volibear,Graves,Katarina,Jhin,Xerath
NA1_4240412462,0,2,0,1,-530,-950,-1319,-707,-1642,1845,200,Urgot,LeeSin,Xerath,Yasuo,Nautilus,Chogath,Hecarim,Vex,Twitch,Braum
NA1_4251976066,0,1,0,0,-732,510,-260,2162,1747,1459,100,Volibear,Kindred,Kaisa,Lucian,Yuumi,Darius,Shaco,Syndra,Ezreal,Soraka
NA1_4254981652,1,0,1,0,-911,2359,1634,3766,147,1392,100,TahmKench,LeeSin,Anivia,Draven,Brand,Fiora,Sejuani,Vex,Lucian,Seraphine
NA1_4235702960,1,1,1,0,2119,63,501,-1517,-185,1745,100,Yone,Hecarim,Talon,Kaisa,Brand,Malphite,Diana,Orianna,Twitch,Karma
NA1_4256511240,1,1,0,0,198,318,1368,525,33,1242,100,Jhin,Kindred,Sion,Sivir,Leona,Volibear,Amumu,Yasuo,Ashe,Soraka
NA1_4247087600,0,1,1,0,-26,279,2976,-2084,-936,1806,100,Yorick,Diana,Viktor,Jinx,Nami,Garen,Poppy,Zilean,Jhin,Thresh
NA1_4253623846,0,2,1,0,912,466,-846,-2061,-645,1273,200,Shen,Nocturne,Malzahar,Caitlyn,Blitzcrank,LeeSin,Warwick,Akali,Senna,Soraka
NA1_4235839665,1,0,1,0,1398,453,402,470,645,1557,100,DrMundo,Amumu,Ryze,Xayah,Yuumi,Jax,Trundle,Yone,Kaisa,Nautilus
NA1_4242196098,1,0,0,1,-333,1828,-905,604,-1142,1948,100,Graves,Ekko,Ahri,Zeri,Ashe,Chogath,Khazix,Veigar,Caitlyn,Varus
NA1_4252760236,0,2,0,0,1350,-1682,145,-2706,-104,1593,200,Irelia,Warwick,Viktor,Kaisa,Yuumi,Shen,Rengar,Kassadin,Caitlyn,Nautilus
NA1_4257660012,1,1,0,1,-1016,168,-191,-32,-738,1788,100,Irelia,Kayn,Vex,Ezreal,Yuumi,Sett,Graves,Ryze,MissFortune,Leona
NA1_4250385931,2,0,0,0,-463,997,-547,3730,-206,1567,100,Yone,Viego,Kaisa,Lucian,Pyke,Vayne,Nunu,Varus,Graves,Senna
NA1_4246451182,1,1,1,0,-17,1816,156,939,759,1973,100,Aatrox,Shyvana,Lucian,Jhin,Lux,Mordekaiser,Shaco,Syndra,Kaisa,Nautilus
NA1_4253431012,1,0,1,0,4421,3,2418,-117,-148,1140,100,Tryndamere,Shaco,Zed,Samira,Alistar,Kayle,Galio,Akshan,Lucian,Ekko
NA1_4238543113,1,1,0,1,1109,1341,-2144,-1114,-1382,2718,200,Irelia,Diana,Zoe,Kaisa,Shen,Illaoi,FiddleSticks,Tristana,Jinx,Renata
NA1_4238794837,1,0,0,1,687,-939,-1189,696,915,1962,200,Darius,Kayn,Katarina,Lucian,Nami,Camille,Viego,Kennen,Zeri,Galio
NA1_4247797935,1,0,1,0,-1734,1120,312,-2521,-838,2320,100,Warwick,Graves,Syndra,Zeri,Zilean,Riven,Diana,Kaisa,Jinx,Morgana
NA1_4253472442,1,1,0,0,451,1974,-165,2213,362,1563,100,Riven,Nocturne,Kayle,Twitch,Yorick,Gangplank,JarvanIV,Lux,Jinx,Lulu
NA1_4255649279,0,1,1,0,-1229,178,592,704,327,2534,200,Volibear,FiddleSticks,Akshan,Irelia,Soraka,Ornn,Nunu,Galio,Yasuo,Nami
NA1_4260676789,1,1,1,0,455,576,-714,-1687,-804,1963,100,Camille,Diana,Xayah,Lucian,Nautilus,Vayne,Hecarim,Karthus,Tristana,Morgana
NA1_4254856042,2,0,1,0,4632,2663,2042,626,1200,1327,100,Gangplank,Lillia,Rumble,Draven,Zyra,MonkeyKing,Graves,Yasuo,Irelia,Yuumi
NA1_4244128490,1,0,0,1,-1344,-783,-1573,-1751,-524,1568,200,Teemo,Ekko,Akshan,Kaisa,Senna,Gnar,Shaco,Xerath,Twitch,Nautilus
NA1_4254971857,1,1,0,1,1300,-1018,1125,-435,-120,1847,100,Riven,Karthus,Akshan,Caitlyn,Morgana,Garen,LeeSin,Anivia,Jhin,Karma
NA1_4253198554,0,1,1,0,2387,-208,75,-265,-460,2725,100,Yasuo,Evelynn,Karma,Jhin,Shen,Yorick,Karthus,Katarina,Kaisa,Zyra
NA1_4250859474,2,0,1,0,-27,688,1880,675,817,2496,200,Garen,RekSai,Brand,Jhin,Karma,Akali,Kayn,Yone,Ezreal,Seraphine
NA1_4235915395,0,1,0,0,305,-1747,984,-1081,-266,1405,200,Jayce,Nocturne,Ryze,Jhin,Karma,Vladimir,Elise,Lux,Zeri,Taliyah
NA1_4258050096,0,2,0,1,-411,-1022,-2568,-2264,-2090,1546,200,Shen,Kayn,Vladimir,MissFortune,Zac,Camille,Trundle,Sylas,Jinx,Swain
NA1_4255957502,0,1,0,0,-387,-475,-608,-2650,-971,2011,200,Kennen,Rengar,FiddleSticks,Vayne,Sona,Akshan,Zac,Lucian,MissFortune,Seraphine
NA1_4249850337,0,2,1,0,-1098,-413,492,-225,69,2176,100,Kayle,Kayn,Yasuo,Veigar,Zilean,Fiora,Khazix,Anivia,Sivir,Lux
NA1_4260428307,0,2,0,1,-301,-990,-1619,-894,-479,1548,100,Sion,Ekko,Xerath,Ezreal,Sona,Riven,Nunu,Neeko,Vayne,Leona
NA1_4253283782,1,1,1,0,-3280,-1316,-642,291,-1181,1720,100,RekSai,Kayn,Veigar,Vayne,TahmKench,Yorick,Darius,Jayce,Jinx,Renata
NA1_4260520537,2,0,0,1,224,137,171,2263,-212,1689,100,Malphite,LeeSin,Kassadin,Lucian,Renata,Chogath,Viego,Fizz,Jinx,Nautilus
NA1_4247745078,2,0,1,0,451,2248,2891,2821,1980,1082,100,MonkeyKing,LeeSin,Fizz,Ezreal,Soraka,Nasus,Khazix,Irelia,Jhin,Veigar
NA1_4252572796,2,0,0,1,-1537,26,1849,-195,-780,1982,200,Garen,Khazix,Leblanc,Ashe,Sona,Graves,Zac,Vex,Samira,Blitzcrank
NA1_4234839337,0,1,0,0,-1825,-755,723,1080,1416,1694,100,DrMundo,Kindred,Irelia,Xayah,Ahri,Akshan,LeeSin,Lux,Vayne,Renata
NA1_4244082145,0,1,0,0,1512,378,2784,222,301,1640,100,Volibear,Kayn,Ahri,Twitch,Thresh,Darius,Nocturne,Veigar,Jhin,Xerath
NA1_4249743117,0,2,0,1,1329,-191,-475,58,-355,2087,100,Camille,Vi,Veigar,Sivir,Lux,Chogath,Shyvana,Sylas,Senna,Galio
NA1_4235064378,1,1,0,1,-1566,-1016,-609,-352,336,1591,200,Irelia,Amumu,Akshan,Samira,Brand,Gangplank,Warwick,Sylas,Jinx,Renata
NA1_4239504900,1,1,1,0,2094,1427,-709,57,410,1911,100,Illaoi,Nunu,Viktor,Jinx,Pyke,Akali,Kindred,Veigar,Aphelios,Karma
NA1_4252129854,2,0,0,0,760,-2702,-113,-1566,1112,1629,200,Aatrox,Viego,Veigar,Vayne,Pyke,Sion,Mordekaiser,Talon,Twitch,Renata
NA1_4242357602,1,0,1,0,191,-2445,68,1480,-718,2153,200,Rammus,Gangplank,Diana,Jinx,Nautilus,Sion,Khazix,Lissandra,Kaisa,Nami
NA1_4236182362,1,0,0,1,-2054,-556,-2291,1267,-330,2255,200,Aatrox,Kayn,Ahri,Zeri,Sona,Fiora,Amumu,Zed,Jhin,Lux
NA1_4235881775,1,0,0,1,-1156,24,1384,-580,1384,1919,100,Aatrox,Diana,Velkoz,Senna,TahmKench,LeeSin,Shaco,Azir,Kaisa,Soraka
NA1_4254915589,1,0,0,1,4214,381,461,589,826,1177,100,Volibear,Khazix,Veigar,Jinx,Lulu,Nasus,Diana,Annie,Ezreal,Leona
NA1_4238844667,1,1,0,1,1621,-515,-26,-658,-345,1647,100,Mordekaiser,Trundle,Anivia,Jhin,Renata,TahmKench,Nunu,Ekko,Tristana,Brand
NA1_4244448738,1,1,0,1,759,-4,767,619,515,1929,100,Mordekaiser,LeeSin,Diana,Kaisa,Brand,DrMundo,Khazix,Twitch,Ezreal,Soraka
NA1_4252643227,0,2,1,0,-154,-1232,-2401,-907,-723,1244,200,Gangplank,Kindred,Anivia,Sivir,Morgana,Malphite,Hecarim,Yasuo,Syndra,Ashe
NA1_4252886204,0,1,0,1,-2743,-1503,-234,-521,-663,1763,200,Renekton,Evelynn,Lux,Zeri,Pyke,Fiora,Hecarim,Qiyana,MissFortune,Seraphine
NA1_4243169775,2,0,1,0,624,704,-67,3533,2496,1386,100,Tryndamere,XinZhao,Yone,Zeri,Karma,Garen,Nunu,Veigar,KogMaw,Sona
NA1_4237829350,1,1,1,0,2390,363,-547,-745,-2093,1880,200,Jax,XinZhao,Ahri,Caitlyn,Nami,Yorick,Shaco,Vex,Ashe,Neeko
NA1_4255709365,1,0,0,1,-1263,47,89,-272,-181,1852,200,Aatrox,Nunu,Malzahar,Lucian,Blitzcrank,Sett,Ekko,Zoe,Jinx,Alistar
NA1_4254269795,1,0,0,0,-559,884,-145,2001,744,1506,100,Gwen,Rengar,Viktor,Jhin,Soraka,Garen,Graves,Sion,Ezreal,Karma
NA1_4251216204,2,0,0,0,456,181,-707,-920,54,1784,100,Gangplank,Shaco,Neeko,Zeri,Yuumi,Kayle,Lillia,Lucian,MissFortune,Nami
NA1_4255497598,0,1,1,0,-683,-271,1209,-1640,88,1679,200,Urgot,Amumu,Yasuo,Draven,Lulu,Aatrox,Elise,Yone,Lucian,Nami
NA1_4258320129,0,1,1,0,-2790,1471,1007,95,-440,1429,100,Quinn,Diana,Katarina,Zeri,Leona,Aatrox,Rengar,Teemo,Jinx,Pyke
NA1_4251476870,1,0,0,0,-1309,197,1395,864,508,1782,100,Malzahar,Kayn,Ahri,Kaisa,Soraka,Urgot,Poppy,Anivia,Samira,Thresh
NA1_4258912463,0,2,0,1,-741,-1250,-1400,-4734,75,1235,200,Sett,Kayn,Akali,Ezreal,Veigar,Jayce,Nocturne,Ahri,Sivir,Nautilus
NA1_4254743571,2,0,1,0,1326,3816,263,2943,322,1398,100,Sett,XinZhao,Orianna,Samira,Blitzcrank,Riven,Rengar,Irelia,Veigar,Senna
NA1_4257892191,1,1,1,0,-413,-1524,1502,1514,1188,2038,200,Yasuo,Nunu,Yone,Twitch,Brand,Mordekaiser,Viego,Azir,Jinx,Rakan
NA1_4255282162,0,0,0,1,466,-1317,1248,-3080,-1415,1312,200,Kled,Trundle,Pyke,Zeri,Soraka,Riven,XinZhao,Ahri,Tristana,Senna
NA1_4253746504,0,1,0,1,1804,-1468,-1207,-763,-232,1709,200,Gangplank,Ekko,Karma,Jinx,Nautilus,Renekton,JarvanIV,Yone,Kaisa,Soraka
NA1_4253301334,1,0,1,0,208,930,912,-1526,-1264,1418,200,Warwick,Zac,Ahri,Samira,Rakan,Gnar,Graves,Seraphine,Jhin,Nautilus
NA1_4259080739,0,2,0,0,190,-424,-824,394,-1062,2116,100,Nasus,Kindred,Xerath,Twitch,Darius,Camille,Shaco,Ryze,Jhin,Lux
NA1_4250713430,1,1,0,0,-3198,1148,-141,-85,790,2050,200,Fiora,Lillia,Veigar,MissFortune,Leona,Garen,Viego,Ahri,Vayne,Seraphine
NA1_4248706175,0,2,0,1,581,-1623,-1333,1097,391,2286,100,Sett,Lillia,Ahri,Samira,Nautilus,TahmKench,Volibear,Lux,Jinx,Morgana
NA1_4234705681,2,0,0,0,-385,333,1110,2807,185,1331,100,Sion,Udyr,Yone,Kalista,Blitzcrank,Volibear,Vi,Viktor,Lucian,Renata
NA1_4257546250,1,1,0,1,-598,-209,-183,638,-377,1798,200,Teemo,LeeSin,Viktor,Zeri,Karma,Fiora,Lillia,Irelia,Ezreal,Bard
NA1_4259469824,0,2,1,0,1007,-97,-1009,-661,-106,1892,200,Kaisa,Nunu,LeeSin,Kayle,Zilean,Teemo,Hecarim,Corki,Jhin,Nautilus
NA1_4253759506,1,1,1,0,-3009,-824,-426,-961,-793,1037,200,Katarina,Ekko,Vayne,Jhin,Nautilus,Lucian,Amumu,Sylas,Aphelios,Thresh
NA1_4246642485,1,1,0,0,-613,-738,1508,378,-92,2231,100,Jax,Hecarim,Fizz,MissFortune,Leona,Irelia,MasterYi,Singed,Ezreal,Maokai
NA1_4259080361,1,0,1,0,502,-869,1913,1101,-367,1955,100,Gangplank,Nunu,Kaisa,Twitch,Nami,Garen,Lillia,Viktor,MissFortune,Rell
NA1_4252188689,1,0,0,0,-1342,-1322,168,1604,36,1955,100,Sion,FiddleSticks,Ahri,Kaisa,Karma,Gwen,Kindred,Orianna,Seraphine,Senna
NA1_4257936614,1,1,0,1,970,-509,-1406,3291,1299,1962,100,Gangplank,Udyr,Ahri,Twitch,Nami,Kayle,Rengar,Viktor,Jinx,Xerath
NA1_4245408269,1,0,1,0,693,375,883,-607,-369,2053,100,Warwick,Zyra,Kaisa,Zeri,Vi,Tryndamere,Shaco,Fizz,Jinx,Leona
NA1_4244074072,0,2,0,1,-911,-1333,388,-2015,-482,2392,100,Tryndamere,RekSai,Orianna,Jhin,Zilean,Irelia,Viego,Leblanc,Draven,Morgana
NA1_4248496950,0,2,0,1,-3153,67,-581,-297,-349,1788,200,Yorick,Kayn,Malzahar,Jhin,Swain,Tryndamere,Nunu,Zed,Lucian,Brand
NA1_4257717686,0,1,0,1,-2134,-131,-3916,-2632,-165,1147,200,Sett,Warwick,Leona,Kaisa,Senna,Garen,Zed,Rumble,MissFortune,Blitzcrank
NA1_4259178277,1,1,0,0,577,816,-731,1509,425,1874,100,Gragas,Udyr,Velkoz,Jhin,Blitzcrank,Kayle,Nunu,Neeko,Kaisa,Teemo
NA1_4248606912,0,1,1,0,4213,1700,2217,732,1135,1178,100,Aatrox,Kindred,Viego,Tristana,Yuumi,Kayle,Warwick,Ahri,MissFortune,Leona
NA1_4243372238,1,1,0,1,1444,1149,494,-66,80,1915,100,Gangplank,Pantheon,Malphite,Tristana,Karma,Ekko,Vi,Gwen,Yasuo,Senna
NA1_4253196909,0,1,1,0,-544,1390,1250,1423,1443,2028,200,Volibear,Vi,Mordekaiser,Lucian,Bard,Yorick,Hecarim,Akali,MissFortune,Blitzcrank
NA1_4243373638,1,1,0,1,-3243,-1495,-729,1310,621,1660,200,Shen,Ekko,Viktor,Draven,Nami,Darius,Hecarim,Ahri,Jhin,Nautilus
NA1_4244312770,0,2,0,1,-2824,-2112,1109,-2671,-558,1429,200,Camille,Malzahar,Ekko,Jinx,Morgana,Rumble,Diana,Zed,Ezreal,Karma
NA1_4255578828,1,0,0,1,-774,930,-626,-470,14,2078,100,Sett,Ekko,Irelia,Kaisa,Lux,Mordekaiser,Trundle,Malzahar,Zeri,Velkoz
NA1_4251080123,0,2,0,1,-1000,-1606,-1087,-1965,-1539,1374,200,Jax,Sejuani,Viktor,Jinx,Lux,Yorick,Nocturne,Kayle,Jhin,Karma
NA1_4246873438,0,1,1,0,-1877,343,-2767,2531,1476,1556,200,Garen,Kayn,Syndra,Ezreal,Nautilus,Sion,Graves,Talon,Kaisa,Brand
NA1_4259353267,0,1,1,0,782,154,25,615,-51,1339,100,Jayce,Trundle,Zyra,Vayne,Yuumi,Camille,Nasus,Zed,Swain,Renata
NA1_4260516026,0,1,0,1,-596,-1534,-629,-911,-45,1836,100,Yone,Vi,Ornn,Jinx,Veigar,Malzahar,Elise,Sion,Jhin,Xerath
NA1_4239465800,1,0,0,1,-1566,768,-340,-654,-50,2273,200,Sett,Viego,Yasuo,Veigar,Lux,Darius,FiddleSticks,Zoe,Zeri,Nautilus
NA1_4259188028,2,0,1,0,2542,1055,3018,4148,1140,933,100,MonkeyKing,Diana,Ahri,Kaisa,Senna,Kled,Hecarim,Veigar,Ezreal,Lux
NA1_4246270664,0,2,1,0,1807,-2421,-578,-1519,145,1909,200,Teemo,MasterYi,Lux,Lucian,Yuumi,Kaisa,Diana,Viktor,Caitlyn,Taric
NA1_4244552587,1,1,0,1,804,1092,-809,210,-821,1568,100,Fiora,Hecarim,Annie,Kaisa,Galio,Quinn,LeeSin,Diana,Samira,Zyra
NA1_4252132175,1,1,1,0,-984,150,1419,-802,-975,1964,200,Yone,Volibear,Akshan,Draven,Morgana,Sett,Zac,Diana,Samira,Lux
NA1_4246578322,0,1,1,0,583,1231,-854,-1142,-1246,1713,200,TahmKench,Khazix,Zeri,Kaisa,Soraka,Darius,Viego,Veigar,MissFortune,Zyra
NA1_4259181269,0,1,0,0,-195,-459,-493,58,-1332,1719,100,Gnar,Kindred,Lux,Samira,Leona,Ornn,RekSai,Vex,Ezreal,Zyra
NA1_4260733047,0,1,0,0,-494,-233,476,839,667,1813,100,Sett,Khazix,Katarina,Ziggs,Leona,Darius,Rammus,MasterYi,Jinx,Lux
NA1_4245237925,1,1,1,0,1751,773,447,2031,481,2461,100,Camille,Nocturne,Heimerdinger,Kaisa,Nautilus,Sett,Amumu,Sylas,Ezreal,Brand
NA1_4254687604,0,1,1,0,-782,2344,623,1664,-330,1252,100,Sett,Graves,Veigar,Sivir,Zyra,Urgot,Vi,Yasuo,Ezreal,Pyke
NA1_4241083657,2,0,1,0,2331,1430,2495,102,-40,2707,100,Sett,Udyr,Veigar,Cassiopeia,Lux,Singed,Khazix,Ahri,Jhin,Zyra
NA1_4247402975,1,0,1,0,1816,-327,-1118,-12,-284,1803,100,Kayle,Rammus,Akshan,Caitlyn,Pyke,Aatrox,Hecarim,Ryze,Vayne,Lux
NA1_4259689938,1,1,0,1,-2884,941,-364,-457,-574,1418,200,Akali,Khazix,Ezreal,Kalista,Nautilus,Irelia,Rammus,Katarina,Caitlyn,Rakan
NA1_4245996591,0,1,0,1,2728,-2450,1011,697,-812,2072,100,Gangplank,Khazix,Sylas,Kaisa,Brand,MonkeyKing,Ekko,Ahri,Aphelios,Thresh
NA1_4249628743,2,0,1,0,1897,1537,312,813,1020,1371,100,Sett,Nocturne,Kassadin,Zeri,Nautilus,Sion,Viego,Orianna,Samira,Leona
NA1_4249092470,0,1,0,0,793,-1538,-2163,-780,431,1691,200,Aatrox,Zac,Ahri,Caitlyn,Yuumi,Trundle,Olaf,Akali,Ashe,Morgana
NA1_4238702982,0,1,0,1,-3363,-632,-1167,-1301,-1395,1660,200,Yone,Kayn,Orianna,Samira,Bard,Sett,Hecarim,Veigar,Caitlyn,Morgana
NA1_4255748260,2,0,1,0,314,2184,1102,2235,1841,1263,100,Shen,Warwick,Zed,Kaisa,Lux,Akali,Vi,Zilean,Samira,Nami
NA1_4255370100,1,0,0,0,-486,-479,757,678,6,1571,200,Malphite,Hecarim,Vladimir,Lucian,Bard,Tryndamere,Kayn,Veigar,Kaisa,TahmKench
NA1_4258096253,0,1,0,1,-926,-1942,-416,-150,239,1482,200,Fiora,Graves,Ekko,Jinx,Lux,Samira,RekSai,Veigar,Ezreal,Soraka
NA1_4247086599,0,2,0,1,62,495,-422,-3473,-2566,1268,200,Darius,Nocturne,Kassadin,Jhin,Zilean,Gwen,Graves,Zed,Zeri,Anivia
NA1_4260138680,1,0,0,1,205,520,-1943,-238,1140,1888,100,Viktor,Nasus,Zed,Twitch,Morgana,Camille,Gwen,Malphite,Jinx,Pyke
NA1_4250613409,1,1,0,1,-1062,-2537,-1462,488,1028,1613,100,Rumble,Viego,Kassadin,Draven,Brand,Aatrox,Udyr,Lux,Caitlyn,Leona
NA1_4258729232,0,2,0,1,-1189,-3962,-2100,-1234,-1688,1169,200,TahmKench,Warwick,Ekko,Jinx,Yuumi,Darius,Viego,Irelia,Jhin,FiddleSticks
NA1_4245211571,0,1,0,0,1498,1556,636,629,313,2158,200,Aatrox,Shaco,Vladimir,Twitch,Brand,Gangplank,Kayn,Viego,Jinx,Janna
NA1_4243671783,0,2,0,0,-2350,-1560,-1614,-367,-905,1299,200,Gangplank,Amumu,Malzahar,Draven,Zilean,Teemo,Diana,Qiyana,Caitlyn,Lux
NA1_4249400987,0,2,0,1,-2357,759,-666,1493,1,1577,100,Malphite,MasterYi,Kaisa,Seraphine,Pyke,Yorick,Warwick,Zed,Jhin,Shaco
NA1_4242374975,2,0,1,0,-330,-107,498,6046,3839,1746,100,Jayce,Nunu,Qiyana,Draven,Swain,Quinn,Sion,Viktor,Aphelios,Lulu
NA1_4252094944,0,2,0,1,1016,-861,-389,-2966,-88,1411,200,Fiora,LeeSin,Yasuo,Teemo,Brand,Gangplank,Lillia,Ekko,Jinx,Nami
NA1_4246700204,2,0,1,0,814,-156,1246,-795,-483,1614,100,Darius,Viego,Akali,Jhin,Nami,Irelia,Karthus,Vex,Lucian,Pyke
NA1_4258937536,1,1,0,1,2081,1123,271,-2787,-166,2166,200,Darius,MasterYi,Akali,Jinx,Morgana,Sion,Volibear,Akshan,Caitlyn,Zyra
NA1_4245546379,0,1,1,0,1221,-1249,349,2438,1558,1830,200,Kayle,Trundle,Viktor,Samira,Lissandra,Fiora,MonkeyKing,Anivia,Veigar,Blitzcrank
NA1_4249088700,1,0,0,0,1571,695,327,-242,89,2197,200,Gnar,Poppy,Ahri,Twitch,Brand,Renekton,Zac,Akali,Lucian,Soraka
NA1_4255334869,1,0,0,0,-2037,854,-862,2040,-553,2501,200,Akali,JarvanIV,Vladimir,Senna,Soraka,Gangplank,Jax,MissFortune,Sivir,Janna
NA1_4248545018,0,2,1,0,287,-161,-764,-390,-685,1810,200,Fiora,Ekko,Qiyana,Kaisa,Lux,Irelia,Kindred,TwistedFate,Heimerdinger,Zilean
NA1_4253226315,1,0,0,1,0,0,0,0,0,715,200,Chogath,Udyr,Katarina,Lucian,Nami,Renekton,RekSai,Veigar,Jhin,Velkoz
NA1_4248590633,1,0,1,0,1591,1946,1273,4153,1657,982,100,Shyvana,JarvanIV,Zoe,Caitlyn,Leona,Urgot,Kayn,Brand,Jinx,Blitzcrank
